,Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,Oddzały przygotowania wojskowego,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy branżowa szkoła II stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,samodzielna lub zespół - Czy szkoła kształcąca w zawodzie w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""","długość geograficzna 
(w stopniach)","szerokość geograficzna 
(w stopniach)",długość geograficzna (w metrach),szerokość geograficzna (w metrach),Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE),Czas pracy przedszkola - od,Czas pracy przedszkola - do
527,P_401,P_401,13003043.0,13003043.0,18232.0,18232.0,Przedszkole nr 401,Przedszkole nr 401,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów Północny,ul. Edwarda Dembowskiego,9,02-784,Zofia,Rusek,226415405,226415405,http://www.przedszkole401.edu.pl,http://www.bip.p401w-wa.wikom.pl,p401@edu.um.warszawa.pl,401.0,nie,jednostka budżetowa,0.0,166.0,166.0,0.0,8.0,8.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/18232,,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,03242075","52,15207954","7502218,869","5779820,673",,,697.0,07:00,17:00
528,P_402,P_402,13001825.0,13001825.0,7265.0,7265.0,Przedszkole nr 402,Przedszkole nr 402,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bemowo,Bemowo-Lotnisko,ul. Rosy Bailly,11,01-494,Agnieszka,Przeniosło,228379166,228379166,http://przedszkole402.waw.pl,http://przedszkole402.bip.um.warszawa.pl,p402@edu.um.warszawa.pl,402.0,nie,jednostka budżetowa,0.0,69.0,69.0,0.0,3.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/7265,,Poradnia Psychologiczno-Pedagogiczna nr 20,,,"20,92718465","52,25082409","7495027,567","5790809,251",,,633.0,07:00,17:15
529,P_403,P_403,13001831.0,13001831.0,19855.0,19855.0,Przedszkole nr 403,Przedszkole nr 403,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Ulrychów,ul. Góralska,1,01-112,Hanna,Domagała,228371705,228774269,http://www.przedszkole403.pl,http://przedszkole403.bip.um.warszawa.pl ,p403@edu.um.warszawa.pl,403.0,nie,jednostka budżetowa,0.0,143.0,143.0,0.0,6.0,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/19855,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,93852522","52,23701176","7495800,691","5789271,727",,,634.0,07:00,17:30
530,P_404,P_404,13006774.0,13006774.0,23442.0,23442.0,Przedszkole Integracyjne nr 404,Przedszkole Integracyjne nr 404,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Stara Ochota,ul. Białobrzeska,19,02-364,Elżbieta,Pietrzak,226595018,226595018,http://www.przedszkole404.waw.pl,http://przedszkole404.bip.um.warszawa.pl,p404@edu.um.warszawa.pl,404.0,nie,jednostka budżetowa,0.0,72.0,72.0,0.0,4.0,4.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/23442,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,97208426","52,21365713","7498092,09","5786671,806",,,817.0,07:00,17:00
531,P_406,P_406,13001848.0,13001848.0,7269.0,7269.0,Przedszkole nr 406,Przedszkole nr 406,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bemowo,Bemowo-Lotnisko,ul. Juliusza Kaden-Bandrowskiego,8,01-494,Lucyna,Rudko,226382424,226382424,http://www.przedszkole406.pl,http://przedszkole406.bip.um.warszawa.pl,p406@edu.um.warszawa.pl,406.0,nie,jednostka budżetowa,0.0,68.0,68.0,0.0,3.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/7269,,Poradnia Psychologiczno-Pedagogiczna nr 20,,,"20,92537477","52,24955361","7494903,828","5790668,019",,,635.0,07:00,17:00
532,P_407,P_407,13006018.0,13006018.0,35205.0,35205.0,Przedszkole nr 407,Przedszkole nr 407,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Gocław,ul. Mieczysława Pawlikowskiego,2,03-983,Maria,Bieniaszewska,226134014,,http://www.przedszkole407.pl,http://przedszkole407.bip.um.warszawa.pl,p407@edu.um.warszawa.pl,407.0,nie,jednostka budżetowa,0.0,254.0,254.0,0.0,11.0,11.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/35205,,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,08112426","52,22491865","7505543,06","5787927,53",,,779.0,07:00,17:00
533,P_409,P_409,12524490.0,12524490.0,23474.0,23474.0,"Przedszkole nr 409 ""Królestwo Maciusia I""","Przedszkole nr 409 ""Królestwo Maciusia I""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Wawrzyszew,ul. Lwa Tołstoja,2,01-910,Małgorzata,Złoch,228646107,228646107,http://www.p409w-wa.wikom.pl,http://www.bip.p409w-wa.wikom.pl,p409@edu.um.warszawa.pl,409.0,nie,jednostka budżetowa,0.0,143.0,143.0,0.0,6.0,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/23474,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,93229792","52,28364784","7495380,156","5794461,009",,,504.0,07:00,17:30
534,P_411,P_411,13006076.0,13006076.0,15080.0,15080.0,"Przedszkole nr 411 ""Akademia Króla Stasia""","Przedszkole nr 411 ""Akademia Króla Stasia""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Kamionek,ul. Stanisława Augusta,77,03-846,Elżbieta,Jałowiecka,228105033,228105033,http://przedszkole411.waw.pl,http://przedszkole411.bip.um.warszawa.pl,p411@edu.um.warszawa.pl,411.0,nie,jednostka budżetowa,0.0,150.0,150.0,0.0,6.0,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/15080,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,06305143","52,24521836","7504306,215","5790184,914",,tak,783.0,07:00,17:00
535,P_412,P_412,141534086.0,141534086.0,18256.0,18256.0,Przedszkole nr 412 z Oddziałami Integracyjnymi,Przedszkole nr 412 z Oddziałami Integracyjnymi,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Kabaty,ul. Pála Telekiego,8,02-793,Agnieszka,Szemberska,225440653,225440660,https://przedszkole412.edupage.org,www.p412.e-bip.org.pl,p412@edu.um.warszawa.pl,412.0,nie,jednostka budżetowa,0.0,202.0,202.0,0.0,9.0,9.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/18256,,Poradnia Psychologiczno-Pedagogiczna nr 19,,,"21,05923577","52,13244906","7504055,866","5777637,715",,,1102.0,07:00,17:00
536,P_413,P_413,141957579.0,141957579.0,76183.0,76183.0,Przedszkole nr 413,Przedszkole nr 413,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursus,Czechowice,ul. Górna Droga,10,02-495,Hanna,Załęska,222772106,222772106,http://przedszkole413.beep.pl,http://przedszkole413.bip.um.warszawa.pl,p413@edu.um.warszawa.pl,413.0,nie,jednostka budżetowa,0.0,106.0,106.0,0.0,4.0,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/76183,,Poradnia Psychologiczno-Pedagogiczna nr 15,,,"20,86829582","52,1845711","7490992,761","5783443,43",,,1.0,07:00,17:30
537,P_414,P_414,141899735.0,141899735.0,110246.0,110246.0,Plastusiowe Przedszkole z Oddziałami Integracyjnymi nr 414,Plastusiowe Przedszkole z Oddziałami Integracyjnymi nr 414,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Brzeziny,ul. Mariana Hemara,8,03-289,Monika,Drojewska,227471071,227471071,http://www.przedszkole414.pl,http://przedszkole414.bip.um.warszawa.pl,p414@edu.um.warszawa.pl,414.0,nie,jednostka budżetowa,0.0,355.0,355.0,0.0,17.0,17.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/110246,,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"21,04463978","52,32679148","7503043,163","5799260,147",,,532.0,07:00,17:30
538,P_415,P_415,142149491.0,142149491.0,7272.0,7272.0,Przedszkole nr 415 im. Akademii Pana Kleksa,Przedszkole nr 415 im. Akademii Pana Kleksa,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bemowo,Fort Bema,ul. Obrońców Tobruku,23 lok. 112,01-494,Katarzyna,Gawinkowska-Bielińska,222522974,222522974,http://www.p415.edupage.org,http://przedszkole415.bip.um.warszawa.pl,p415@edu.um.warszawa.pl,415.0,nie,jednostka budżetowa,0.0,150.0,150.0,0.0,6.0,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/7272,,Poradnia Psychologiczno-Pedagogiczna nr 20,,,"20,93296851","52,25566255","7495423,035","5791347,215",,,1114.0,07:00,17:30
539,P_416,P_416,142534119.0,142534119.0,7608.0,7608.0,Przedszkole nr 416 im. UNICEF,Przedszkole nr 416 im. UNICEF,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wilanów,Zawady,ul. Syta,123,02-987,Anna,Kozłowska,228580005,228580005,http://www.przedszkole416.waw.pl,http://przedszkole416.bip.um.warszawa.pl,p416@edu.um.warszawa.pl,416.0,nie,jednostka budżetowa,0.0,217.0,217.0,0.0,10.0,10.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/7608,,Poradnia Psychologiczno-Pedagogiczna nr 24,,,"21,10773069","52,17357637","7507369,511","5782217,427",,,1115.0,07:00,17:00
540,P_417,P_417,142707962.0,142707962.0,7321.0,7321.0,Przedszkole nr 417,Przedszkole nr 417,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bemowo,Jelonki Północne,ul. Muszlowa,17,01-357,Edyta,Sasim,226646006,226646006,http://www.przedszkole417.waw.pl,http://przedszkole417.bip.um.warszawa.pl,p417@edu.um.warszawa.pl,417.0,nie,jednostka budżetowa,0.0,144.0,144.0,0.0,6.0,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/7321,,Poradnia Psychologiczno-Pedagogiczna nr 20,,,"20,91248136","52,23410829","7494021,259","5788950,506",,,1118.0,07:00,17:00
541,P_418,P_418,146263350.0,146263350.0,4778.0,4778.0,Przedszkole z Oddziałami Integracyjnymi nr 418,Przedszkole z Oddziałami Integracyjnymi nr 418,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursus,Skorosze,ul. Jana Marcina Szancera,7,02-495,Małgorzata,Rolka,502739107,,http://www.przedszkole418.waw.pl,http://przedszkole418.bip.um.warszawa.pl,p418@edu.um.warszawa.pl,418.0,nie,jednostka budżetowa,0.0,292.0,292.0,0.0,14.0,14.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/4778,,Poradnia Psychologiczno-Pedagogiczna nr 15,,,"20,89798869","52,19383111","7493024,903","5784470,449",,,2265.0,07:00,17:30
542,P_419,P_419,146832598.0,146832598.0,119046.0,119046.0,Przedszkole nr 419,Przedszkole nr 419,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Włochy,Stare Włochy,ul. Ryżowa,17,02-483,Grażyna,Zwierz,228630127,,http://p419.edu.pl,http://p_419.bip.gov.pl,p419@edu.um.warszawa.pl,419.0,nie,jednostka budżetowa,0.0,205.0,205.0,0.0,10.0,10.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/119046,,Poradnia Psychologiczno-Pedagogiczna nr 22,,,"20,91294733","52,19760474","7494048,215","5784888,979",,,2264.0,07:00,17:12
543,P_420,P_420,147331295.0,147331295.0,123616.0,123616.0,"Przedszkole nr 420 ""Nasza Bajka""","Przedszkole nr 420 ""Nasza Bajka""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wilanów,Błonia Wilanowskie,ul. św. Urszuli Ledóchowskiej,8,02-972,Jolanta,Kuźmińska,223972277,,http://przedszkole420.waw.pl,http://www.bip.p420w-wa.wikom.pl,sekretariat@przedszkole420.waw.pl,420.0,nie,jednostka budżetowa,0.0,275.0,275.0,0.0,11.0,11.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/123616,,Poradnia Psychologiczno-Pedagogiczna nr 24,,,"21,06839695","52,15716187","7504680,538","5780387,852",,,2310.0,07:00,17:00
544,P_421,P_421,147277897.0,147277897.0,123240.0,123240.0,Przedszkole nr 421,Przedszkole nr 421,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Cegłowska,13A,01-803,Anna,Szymanek,228340803,228340803,https://przedszkole421.edupage.org,http://przedszkole421.bip.gov.pl,p421@edu.um.warszawa.pl,421.0,nie,jednostka budżetowa,0.0,110.0,110.0,0.0,5.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/123240,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,95545047","52,28254034","7496959,96","5794336,56",,,2308.0,07:00,17:30
545,P_422,P_422,147277905.0,147277905.0,123241.0,123241.0,Przedszkole nr 422,Przedszkole nr 422,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Chomiczówka,ul. Brązownicza,17,01-929,Anna,Skwarka,226696229,226696229,http://www.przedszkole422.waw.pl,http://przedszkole422.bip.gov.pl,p422@edu.um.warszawa.pl,422.0,nie,jednostka budżetowa,0.0,125.0,125.0,0.0,5.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/123241,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,92052064","52,27401719","7494575,324","5793390,281",,,2309.0,07:00,17:30
546,P_423,P_423,361362752.0,361362752.0,127324.0,127324.0,Przedszkole nr 423,Przedszkole nr 423,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Rembertów,Stary Rembertów,ul. Kadrowa,9,04-421,Barbara,Bogacka,662011490,,http://www.przedszkole423.pl,https://p423.info-bip.pl,p423@edu.um.warszawa.pl,423.0,nie,jednostka budżetowa,0.0,115.0,115.0,0.0,5.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/127324,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,16708017","52,2652433","7511405,91","5792424,24",,,2321.0,07:00,17:15
547,P_424,P_424,366900622.0,366900622.0,133262.0,133262.0,Przedszkole nr 424 im. Królowej Marysieńki,Przedszkole nr 424 im. Królowej Marysieńki,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wilanów,Błonia Wilanowskie,ul. Jerzego Beniamina Flatta,7,02-972,Katarzyna,Dreksler-Kowalik,225065460,,,http://www.bip.p424w-wa.wikom.pl,p424@edu.um.warszawa.pl,424.0,nie,jednostka budżetowa,0.0,406.0,406.0,0.0,17.0,17.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/133262,,Poradnia Psychologiczno-Pedagogiczna nr 24,,,"21,06362909","52,15972764","7504354,014","5780673,028",,,2565.0,07:00,17:00
548,P_425,P_425,364690681.0,364690681.0,130891.0,130891.0,Przedszkole nr 425,Przedszkole nr 425,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Gocław,ul. Tadeusza Rechniewskiego,11A,03-980,Dorota,Maliszewska,226726516,,http://www.przedszkole425.pl,http://przedszkole425.bip.um.warszawa.pl,p425@edu.um.warszawa.pl,425.0,nie,jednostka budżetowa,0.0,212.0,212.0,0.0,9.0,9.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/130891,,Poradnia Psychologiczno – Pedagogiczna nr 16,,,"21,10493894","52,22858127","7507169,68","5788337,133",,,2377.0,07:00,17:00
549,P_426,P_426,365336450.0,365336450.0,131673.0,131673.0,"Przedszkole nr 426 ""Kraina Odkrywców""","Przedszkole nr 426 ""Kraina Odkrywców""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Odolany,ul. Boguszewska,4,01-250,Marzena,Kierzkowska,226650563,,https://p426waw.wixsite.com/przedszkole426,,p426@edu.um.warszawa.pl,426.0,nie,jednostka budżetowa,0.0,300.0,300.0,0.0,12.0,12.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/131673,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,9390645","52,22148901","7495836,077","5787544,587",,,2397.0,07:00,17:30
550,P_427,P_427,366116673.0,366116673.0,132717.0,132717.0,"Przedszkole nr 427 ""Kraina Radości""","Przedszkole nr 427 ""Kraina Radości""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wilanów,Wilanów Wysoki,ul. Radosna,11,02-956,Anna,Zakrzewska,226427761,,http://przedszkole427.pl,http://www.bip.p427w-wa.wikom.pl,p427@edu.um.warszawa.pl,427.0,nie,jednostka budżetowa,0.0,174.0,174.0,0.0,7.0,7.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/132717,,Poradnia Psychologiczno-Pedagogiczna nr 24,,,"21,06772951","52,17370012","7504633,147","5782227,887",,,2396.0,07:00,17:00
551,P_428,P_428,368119724.0,368119724.0,263200.0,263200.0,Przedszkole nr 428,Przedszkole nr 428,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Żerań,ul. Myśliborska,35,03-185,Tatiana,Kłusek,223002277,,http://przedszkole428.pl,https://p428.ssdip.bip.gov.pl,sekretariat@przedszkole428.pl,428.0,nie,jednostka budżetowa,0.0,295.0,295.0,0.0,13.0,13.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/263200,,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"20,97247299","52,30480525","7498122,511","5796813,273",,,2566.0,06:45,17:15
552,P_429,P_429,368096035.0,368096035.0,263044.0,263044.0,Przedszkole nr 429,Przedszkole nr 429,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Grodzisk,ul. Skarbka z Gór,9A,03-287,Aneta,Piotrowska-Barszcz,223002873,,http://przedszkole429.pl,https://www.e-bip.org.pl/p429szg,p429@edu.um.warszawa.pl,429.0,nie,jednostka budżetowa,0.0,164.0,164.0,0.0,7.0,7.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/263044,,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"21,05990249","52,31160628","7504085,043","5797571,32",,,2567.0,07:00,17:30
553,P_430,P_430,368119606.0,368119606.0,263197.0,263197.0,Przedszkole z Oddziałami Integracyjnymi nr 430,Przedszkole z Oddziałami Integracyjnymi nr 430,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Tarchomin,ul. Ceramiczna,9A,03-126,Justyna,Kacprzyk,225065446,,https://przedszkole430.pl,https://przedszkole430.pl/bip,p430@edu.um.warszawa.pl,430.0,nie,jednostka budżetowa,0.0,231.0,231.0,0.0,10.0,10.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/263197,,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"20,96250222","52,3209031","7497443,379","5798604,701",,,2568.0,07:00,17:30
554,P_431,P_431,368119658.0,368119658.0,263199.0,263199.0,Przedszkole nr 431,Przedszkole nr 431,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Białołęka,Grodzisk,ul. Kartograficzna,6,03-290,Dorota,Śmiarowska,223002871,,http://przedszkole431.pl,https://www.e-bip.org.pl/przedszkole431w,p431@edu.um.warszawa.pl,431.0,nie,jednostka budżetowa,0.0,147.0,147.0,0.0,7.0,7.0,nie,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/263199,,Poradnia Psychologiczno-Pedagogiczna nr 21,,,"21,06852632","52,3112209","7504673,185","5797528,963",,,2569.0,07:00,17:30
555,P_432,P_432,367492473.0,367492473.0,133616.0,133616.0,Przedszkole nr 432,Przedszkole nr 432,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Targówek Mieszkaniowy,ul. Kuniecka,8,03-522,Luiza,Wajgelt,511177270,,http://przedszkole432.pl,http://www.bip.p432w-wa.wikom.pl,p432@edu.um.warszawa.pl,432.0,nie,jednostka budżetowa,0.0,140.0,140.0,0.0,6.0,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/133616,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,03994682","52,27303865","7502726,536","5793279,18",,,2570.0,07:00,17:00
556,P_433,P_433,367560482.0,367560482.0,133714.0,133714.0,Przedszkole nr 433,Przedszkole nr 433,przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Sady Żoliborskie,ul. Ludwika Rydygiera,8A,01-793,Iwona,Rurka,222772222,,http://przedszkole433.waw.pl,https://przedszkole433.ssdip.bip.gov.pl/,p433@edu.um.warszawa.pl,433.0,nie,jednostka budżetowa,0.0,168.0,168.0,0.0,7.0,7.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/133714,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,97738156","52,26099055","7498455,779","5791938,152",,,2571.0,07:00,17:15
557,P_434,P_434,367405209.0,367405209.0,133535.0,133535.0,"Przedszkole nr 434 ""Na Górce""","Przedszkole nr 434 ""Na Górce""",przedszkole,przedszkole,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wesoła,Stara Miłosna,ul. 1 Praskiego Pułku WP (Wesoła),116,05-077,Ewa,Marczyńska,222442902,,http://przedszkole434.pl,http://przedszkole434.pl/bip,p434@edu.um.warszawa.pl,434.0,nie,jednostka budżetowa,0.0,148.0,148.0,0.0,6.0,6.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,przedszkole,tak,P-,tak,,,tak,,,,,,,,,,https://rspo.gov.pl/rspo/133535,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,22238108","52,22497533","7515194,832","5787954,043",,,2572.0,07:00,17:00
